# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
init_time,track_id,sample,valid_time,lead_time,lead_time_hours,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots
2026-08-08 12:00:00,WP122026,-1,2026-08-08 12:00:00,0 days 00:00:00,0,27.0,124.75,959.4,96.9
2026-08-08 12:00:00,WP122026,-1,2026-08-08 18:00:00,0 days 06:00:00,6,27.33,123.97,961.1,94.9
2026-08-08 12:00:00,WP122026,-1,2026-08-09 00:00:00,0 days 12:00:00,12,27.66,123.18,962.8,93.0
2026-08-08 12:00:00,WP122026,-1,2026-08-09 06:00:00,0 days 18:00:00,18,27.94,122.3,967.2,87.9
2026-08-08 12:00:00,WP122026,-1,2026-08-09 12:00:00,1 days 00:00:00,24,28.22,121.4,971.5,82.8
2026-08-08 12:00:00,WP122026,-1,2026-08-09 18:00:00,1 days 06:00:00,30,28.79,120.51,978.7,73.6
2026-08-08 12:00:00,WP122026,-1,2026-08-10 00:00:00,1 days 12:00:00,36,29.36,119.61,985.9,64.4
2026-08-08 12:00:00,WP122026,-1,2026-08-10 06:00:00,1 days 18:00:00,42,30.15,118.9,987.7,61.9
2026-08-08 12:00:00,WP122026,-1,2026-08-10 12:00:00,2 days 00:00:00,48,30.95,118.17,989.6,59.4
2026-08-08 12:00:00,WP122026,-1,2026-08-10 18:00:00,2 days 06:00:00,54,31.61,117.28,990.7,57.8
2026-08-08 12:00:00,WP122026,-1,2026-08-11 00:00:00,2 days 12:00:00,60,32.26,116.38,991.8,56.2
2026-08-08 12:00:00,WP122026,-1,2026-08-11 06:00:00,2 days 18:00:00,66,32.49,115.99,992.9,54.6
2026-08-08 12:00:00,WP122026,-1,2026-08-11 12:00:00,3 days 00:00:00,72,32.75,115.64,994.0,53.0
2026-08-08 12:00:00,WP122026,-1,2026-08-11 18:00:00,3 days 06:00:00,78,33.2,115.58,994.4,52.3
2026-08-08 12:00:00,WP122026,-1,2026-08-12 00:00:00,3 days 12:00:00,84,33.54,115.6,995.1,51.3
2026-08-08 12:00:00,WP142026,-1,2026-08-08 12:00:00,0 days 00:00:00,0,32.75,153.0,984.6,66.1
2026-08-08 12:00:00,WP142026,-1,2026-08-08 18:00:00,0 days 06:00:00,6,32.68,152.29,984.3,66.5
2026-08-08 12:00:00,WP142026,-1,2026-08-09 00:00:00,0 days 12:00:00,12,32.61,151.57,984.0,67.0
2026-08-08 12:00:00,WP142026,-1,2026-08-09 06:00:00,0 days 18:00:00,18,32.8,151.35,985.2,65.4
2026-08-08 12:00:00,WP142026,-1,2026-08-09 12:00:00,1 days 00:00:00,24,32.99,151.12,986.4,63.7
2026-08-08 12:00:00,WP142026,-1,2026-08-09 18:00:00,1 days 06:00:00,30,33.71,150.5,986.7,63.3
2026-08-08 12:00:00,WP142026,-1,2026-08-10 00:00:00,1 days 12:00:00,36,34.43,149.87,987.1,62.8
2026-08-08 12:00:00,WP142026,-1,2026-08-10 06:00:00,1 days 18:00:00,42,35.32,148.91,985.1,65.4
2026-08-08 12:00:00,WP142026,-1,2026-08-10 12:00:00,2 days 00:00:00,48,36.21,147.92,983.2,68.0
2026-08-08 12:00:00,WP142026,-1,2026-08-10 18:00:00,2 days 06:00:00,54,36.62,146.1,980.7,71.3
2026-08-08 12:00:00,WP142026,-1,2026-08-11 00:00:00,2 days 12:00:00,60,37.01,144.26,978.2,74.5
2026-08-08 12:00:00,WP142026,-1,2026-08-11 06:00:00,2 days 18:00:00,66,36.91,142.56,982.0,69.5
2026-08-08 12:00:00,WP142026,-1,2026-08-11 12:00:00,3 days 00:00:00,72,36.8,140.89,986.0,64.1
2026-08-08 12:00:00,WP142026,-1,2026-08-11 18:00:00,3 days 06:00:00,78,36.67,139.19,989.4,59.2
2026-08-08 12:00:00,WP142026,-1,2026-08-12 00:00:00,3 days 12:00:00,84,36.65,137.2,994.1,52.6
2026-08-08 12:00:00,WP142026,-1,2026-08-12 06:00:00,3 days 18:00:00,90,36.19,136.01,995.1,51.0
2026-08-08 12:00:00,WP142026,-1,2026-08-12 12:00:00,4 days 00:00:00,96,35.9,134.45,997.4,47.7
2026-08-08 12:00:00,WP982026,-1,2026-08-08 12:00:00,0 days 00:00:00,0,19.75,152.5,1002.3,39.8
2026-08-08 12:00:00,WP982026,-1,2026-08-08 18:00:00,0 days 06:00:00,6,21.2,153.82,1001.2,41.7
2026-08-08 12:00:00,WP982026,-1,2026-08-09 00:00:00,0 days 12:00:00,12,22.64,155.17,1000.1,43.5
2026-08-08 12:00:00,WP982026,-1,2026-08-09 06:00:00,0 days 18:00:00,18,23.15,155.8,999.6,44.3
2026-08-08 12:00:00,WP982026,-1,2026-08-09 12:00:00,1 days 00:00:00,24,23.65,156.43,999.1,45.1
2026-08-08 12:00:00,WP982026,-1,2026-08-09 18:00:00,1 days 06:00:00,30,24.24,157.04,998.4,46.2
2026-08-08 12:00:00,WP982026,-1,2026-08-10 00:00:00,1 days 12:00:00,36,24.82,157.65,997.7,47.3
2026-08-08 12:00:00,WP982026,-1,2026-08-10 06:00:00,1 days 18:00:00,42,25.21,157.99,997.3,48.0
2026-08-08 12:00:00,WP982026,-1,2026-08-10 12:00:00,2 days 00:00:00,48,25.6,158.33,996.8,48.6
2026-08-08 12:00:00,WP982026,-1,2026-08-10 18:00:00,2 days 06:00:00,54,26.35,158.68,996.7,48.8
2026-08-08 12:00:00,WP982026,-1,2026-08-11 00:00:00,2 days 12:00:00,60,27.1,159.04,996.6,49.0
2026-08-08 12:00:00,WP982026,-1,2026-08-11 06:00:00,2 days 18:00:00,66,27.76,159.31,996.7,48.8
2026-08-08 12:00:00,WP982026,-1,2026-08-11 12:00:00,3 days 00:00:00,72,28.71,159.77,996.9,48.5
2026-08-08 12:00:00,WP982026,-1,2026-08-11 18:00:00,3 days 06:00:00,78,29.71,160.56,997.0,48.3
2026-08-08 12:00:00,WP982026,-1,2026-08-12 00:00:00,3 days 12:00:00,84,30.78,161.35,997.3,47.9
2026-08-08 12:00:00,WP982026,-1,2026-08-12 06:00:00,3 days 18:00:00,90,31.15,161.42,997.1,48.2
2026-08-08 12:00:00,WP982026,-1,2026-08-12 12:00:00,4 days 00:00:00,96,31.81,161.79,997.2,48.0
2026-08-08 12:00:00,WP982026,-1,2026-08-12 18:00:00,4 days 06:00:00,102,31.91,161.51,996.4,49.2
2026-08-08 12:00:00,WP982026,-1,2026-08-13 00:00:00,4 days 12:00:00,108,32.16,161.97,996.2,49.6
2026-08-08 12:00:00,WP982026,-1,2026-08-13 06:00:00,4 days 18:00:00,114,32.01,161.38,996.0,49.8
2026-08-08 12:00:00,WP982026,-1,2026-08-13 12:00:00,5 days 00:00:00,120,32.41,162.1,996.2,49.5
